,time,distance,heuristic,cityDep_id,cityArr_id
224,16082,475230,401636.8995994718,100000,75
225,43620,754689,624415.7233403553,1000,76
226,55392,1117723,826136.9255801213,10000,76
227,55677,1124250,918915.3110987812,100000,76
228,23028,699232,557546.9675715034,1000,77
229,26051,781643,678908.5414621676,10000,77
230,15870,460399,400503.7187776173,100000,77
231,2791,53101,46506.81381462274,1000,78
232,30388,933303,677271.3455054727,10000,78
233,20931,625085,544216.6274069295,100000,78
234,18998,562243,401057.1264010393,1000,79
235,20239,599762,431164.16499815177,10000,79
236,20524,606289,484632.54972258385,100000,79
237,16908,487436,381985.87357585464,1000,80
238,28680,850470,668269.9861588106,10000,80
239,28965,856997,701981.3468490749,100000,80
240,22784,669947,583658.438966326,1000,81
241,12210,337438,287666.8189440356,10000,81
242,1924,11519,7642.428497834812,100000,81
243,23138,679086,588813.3542232797,1000,100000
244,11531,330924,280904.01794932055,10000,100000
245,32524,934108,713170.5141061764,1000,10000
